timestamp,deviceId,sensorType,gatewayId,value
2025-08-03T13:44:43.036Z,sensor-0-1-0,SOIL_MOISTURE,gw-0-1,44.17
2025-08-03T13:44:43.185Z,sensor-0-1-0,AIR_TEMP,gw-0-1,32.5
2025-08-03T13:44:43.388Z,sensor-0-1-0,HUMIDITY,gw-0-1,33.32
2025-08-03T13:44:43.630Z,sensor-0-1-0,LIGHT,gw-0-1,11.3
2025-08-03T13:44:43.886Z,sensor-0-1-1,SOIL_MOISTURE,gw-0-1,31.38
2025-08-03T13:44:44.108Z,sensor-0-1-1,AIR_TEMP,gw-0-1,32.73
2025-08-03T13:44:44.419Z,sensor-0-1-1,HUMIDITY,gw-0-1,49.07
2025-08-03T13:44:44.641Z,sensor-0-1-1,LIGHT,gw-0-1,24.77
2025-08-03T13:44:44.836Z,sensor-0-1-2,SOIL_MOISTURE,gw-0-1,36.04
2025-08-03T13:44:44.997Z,sensor-0-1-2,AIR_TEMP,gw-0-1,34.02
2025-08-03T13:44:45.149Z,sensor-0-1-2,HUMIDITY,gw-0-1,50.21
2025-08-03T13:44:45.301Z,sensor-0-1-2,LIGHT,gw-0-1,78.69
2025-08-03T13:44:45.448Z,sensor-0-1-3,SOIL_MOISTURE,gw-0-1,17.86
2025-08-03T13:44:45.609Z,sensor-0-1-3,AIR_TEMP,gw-0-1,30.56
2025-08-03T13:44:45.763Z,sensor-0-1-3,HUMIDITY,gw-0-1,89.31
2025-08-03T13:44:45.925Z,sensor-0-1-3,LIGHT,gw-0-1,5.63
2025-08-03T13:44:46.087Z,sensor-0-1-4,SOIL_MOISTURE,gw-0-1,16.39
2025-08-03T13:44:46.235Z,sensor-0-1-4,AIR_TEMP,gw-0-1,13.7
2025-08-03T13:44:46.377Z,sensor-0-1-4,HUMIDITY,gw-0-1,54.66
2025-08-03T13:44:46.525Z,sensor-0-1-4,LIGHT,gw-0-1,6.89
2025-08-03T13:44:46.665Z,sensor-0-1-5,SOIL_MOISTURE,gw-0-1,12.88
2025-08-03T13:44:46.856Z,sensor-0-1-5,AIR_TEMP,gw-0-1,19.66
2025-08-03T13:44:47.034Z,sensor-0-1-5,HUMIDITY,gw-0-1,59.98
2025-08-03T13:44:47.201Z,sensor-0-1-5,LIGHT,gw-0-1,29.06
2025-08-03T13:44:47.433Z,sensor-0-1-6,SOIL_MOISTURE,gw-0-1,44.87
2025-08-03T13:44:47.662Z,sensor-0-1-6,AIR_TEMP,gw-0-1,35.7
2025-08-03T13:44:47.830Z,sensor-0-1-6,HUMIDITY,gw-0-1,47.92
2025-08-03T13:44:47.984Z,sensor-0-1-6,LIGHT,gw-0-1,45.83
2025-08-03T13:44:48.324Z,sensor-0-1-7,SOIL_MOISTURE,gw-0-1,42.77
2025-08-03T13:44:48.553Z,sensor-0-1-7,AIR_TEMP,gw-0-1,22.03
2025-08-03T13:44:48.918Z,sensor-0-1-7,HUMIDITY,gw-0-1,94.03
2025-08-03T13:44:49.153Z,sensor-0-1-7,LIGHT,gw-0-1,30.89
2025-08-03T13:44:49.397Z,sensor-0-1-8,SOIL_MOISTURE,gw-0-1,24.48
2025-08-03T13:44:49.540Z,sensor-0-1-8,AIR_TEMP,gw-0-1,36.34
2025-08-03T13:44:49.718Z,sensor-0-1-8,HUMIDITY,gw-0-1,47.21
2025-08-03T13:44:49.871Z,sensor-0-1-8,LIGHT,gw-0-1,78.14
2025-08-03T13:44:50.020Z,sensor-0-1-9,SOIL_MOISTURE,gw-0-1,18.46
2025-08-03T13:44:50.169Z,sensor-0-1-9,AIR_TEMP,gw-0-1,26.52
2025-08-03T13:44:50.315Z,sensor-0-1-9,HUMIDITY,gw-0-1,41.75
2025-08-03T13:44:50.476Z,sensor-0-1-9,LIGHT,gw-0-1,30.53
2025-08-03T13:44:50.683Z,sensor-1-0-0,SOIL_MOISTURE,gw-1-0,16.99
2025-08-03T13:44:50.834Z,sensor-1-0-0,AIR_TEMP,gw-1-0,25.03
2025-08-03T13:44:50.987Z,sensor-1-0-0,HUMIDITY,gw-1-0,64.21
2025-08-03T13:44:51.131Z,sensor-1-0-0,LIGHT,gw-1-0,25.65
2025-08-03T13:44:51.276Z,sensor-1-0-1,SOIL_MOISTURE,gw-1-0,43.75
2025-08-03T13:44:51.469Z,sensor-1-0-1,AIR_TEMP,gw-1-0,28.36
2025-08-03T13:44:51.622Z,sensor-1-0-1,HUMIDITY,gw-1-0,99.06
2025-08-03T13:44:51.799Z,sensor-1-0-1,LIGHT,gw-1-0,77.72
2025-08-03T13:44:51.969Z,sensor-1-0-2,SOIL_MOISTURE,gw-1-0,42.75
2025-08-03T13:44:52.111Z,sensor-1-0-2,AIR_TEMP,gw-1-0,33.33
2025-08-03T13:44:52.289Z,sensor-1-0-2,HUMIDITY,gw-1-0,57.37
2025-08-03T13:44:52.448Z,sensor-1-0-2,LIGHT,gw-1-0,36.56
2025-08-03T13:44:52.591Z,sensor-1-0-3,SOIL_MOISTURE,gw-1-0,37.73
2025-08-03T13:44:52.787Z,sensor-1-0-3,AIR_TEMP,gw-1-0,21.48
2025-08-03T13:44:52.999Z,sensor-1-0-3,HUMIDITY,gw-1-0,62.79
2025-08-03T13:44:53.276Z,sensor-1-0-3,LIGHT,gw-1-0,47.18
2025-08-03T13:44:53.483Z,sensor-1-0-4,SOIL_MOISTURE,gw-1-0,21.31
2025-08-03T13:44:53.618Z,sensor-1-0-4,AIR_TEMP,gw-1-0,16.2
2025-08-03T13:44:53.838Z,sensor-1-0-4,HUMIDITY,gw-1-0,61.05
2025-08-03T13:44:54.079Z,sensor-1-0-4,LIGHT,gw-1-0,26.35
2025-08-03T13:44:54.231Z,sensor-1-0-5,SOIL_MOISTURE,gw-1-0,36.28
2025-08-03T13:44:54.442Z,sensor-1-0-5,AIR_TEMP,gw-1-0,37.07
2025-08-03T13:44:54.616Z,sensor-1-0-5,HUMIDITY,gw-1-0,52.1
2025-08-03T13:44:54.759Z,sensor-1-0-5,LIGHT,gw-1-0,42.46
2025-08-03T13:44:54.920Z,sensor-1-0-6,SOIL_MOISTURE,gw-1-0,17.81
2025-08-03T13:44:55.065Z,sensor-1-0-6,AIR_TEMP,gw-1-0,34.42
2025-08-03T13:44:55.228Z,sensor-1-0-6,HUMIDITY,gw-1-0,69.45
2025-08-03T13:44:55.367Z,sensor-1-0-6,LIGHT,gw-1-0,31.33
2025-08-03T13:44:55.511Z,sensor-1-0-7,SOIL_MOISTURE,gw-1-0,28.24
2025-08-03T13:44:55.675Z,sensor-1-0-7,AIR_TEMP,gw-1-0,15.18
2025-08-03T13:44:55.997Z,sensor-1-0-7,HUMIDITY,gw-1-0,72.0
2025-08-03T13:44:56.209Z,sensor-1-0-7,LIGHT,gw-1-0,11.52
2025-08-03T13:44:56.409Z,sensor-1-0-8,SOIL_MOISTURE,gw-1-0,38.12
2025-08-03T13:44:56.575Z,sensor-1-0-8,AIR_TEMP,gw-1-0,33.05
2025-08-03T13:44:56.718Z,sensor-1-0-8,HUMIDITY,gw-1-0,73.12
2025-08-03T13:44:56.918Z,sensor-1-0-8,LIGHT,gw-1-0,33.24
2025-08-03T13:44:57.127Z,sensor-1-0-9,SOIL_MOISTURE,gw-1-0,42.48
2025-08-03T13:44:57.277Z,sensor-1-0-9,AIR_TEMP,gw-1-0,36.58
2025-08-03T13:44:57.515Z,sensor-1-0-9,HUMIDITY,gw-1-0,62.1
2025-08-03T13:44:57.663Z,sensor-1-0-9,LIGHT,gw-1-0,47.92
2025-08-03T13:44:57.841Z,sensor-1-1-0,SOIL_MOISTURE,gw-1-1,32.72
2025-08-03T13:44:58.030Z,sensor-1-1-0,AIR_TEMP,gw-1-1,27.17
2025-08-03T13:44:58.289Z,sensor-1-1-0,HUMIDITY,gw-1-1,93.76
2025-08-03T13:44:58.642Z,sensor-1-1-0,LIGHT,gw-1-1,37.95
2025-08-03T13:44:59.026Z,sensor-1-1-1,SOIL_MOISTURE,gw-1-1,27.44
2025-08-03T13:44:59.243Z,sensor-1-1-1,AIR_TEMP,gw-1-1,19.09
2025-08-03T13:44:59.389Z,sensor-1-1-1,HUMIDITY,gw-1-1,30.44
2025-08-03T13:44:59.573Z,sensor-1-1-1,LIGHT,gw-1-1,45.3
2025-08-03T13:44:59.945Z,sensor-1-1-2,SOIL_MOISTURE,gw-1-1,32.94
2025-08-03T13:45:00.095Z,sensor-1-1-2,AIR_TEMP,gw-1-1,35.72
2025-08-03T13:45:00.244Z,sensor-1-1-2,HUMIDITY,gw-1-1,89.6
2025-08-03T13:45:00.417Z,sensor-1-1-2,LIGHT,gw-1-1,66.57
2025-08-03T13:45:00.578Z,sensor-1-1-3,SOIL_MOISTURE,gw-1-1,42.43
2025-08-03T13:45:00.741Z,sensor-1-1-3,AIR_TEMP,gw-1-1,30.67
2025-08-03T13:45:00.898Z,sensor-1-1-3,HUMIDITY,gw-1-1,74.77
2025-08-03T13:45:01.045Z,sensor-1-1-3,LIGHT,gw-1-1,72.13
2025-08-03T13:45:01.227Z,sensor-1-1-4,SOIL_MOISTURE,gw-1-1,30.99
2025-08-03T13:45:01.390Z,sensor-1-1-4,AIR_TEMP,gw-1-1,15.51
2025-08-03T13:45:01.549Z,sensor-1-1-4,HUMIDITY,gw-1-1,31.33
2025-08-03T13:45:01.737Z,sensor-1-1-4,LIGHT,gw-1-1,52.4
2025-08-03T13:45:01.884Z,sensor-1-1-5,SOIL_MOISTURE,gw-1-1,42.79
2025-08-03T13:45:02.061Z,sensor-1-1-5,AIR_TEMP,gw-1-1,19.02
2025-08-03T13:45:02.224Z,sensor-1-1-5,HUMIDITY,gw-1-1,32.01
2025-08-03T13:45:02.367Z,sensor-1-1-5,LIGHT,gw-1-1,76.92
2025-08-03T13:45:02.524Z,sensor-1-1-6,SOIL_MOISTURE,gw-1-1,18.03
2025-08-03T13:45:02.683Z,sensor-1-1-6,AIR_TEMP,gw-1-1,28.15
2025-08-03T13:45:02.845Z,sensor-1-1-6,HUMIDITY,gw-1-1,42.09
2025-08-03T13:45:02.995Z,sensor-1-1-6,LIGHT,gw-1-1,11.68
2025-08-03T13:45:03.206Z,sensor-1-1-7,SOIL_MOISTURE,gw-1-1,42.91
2025-08-03T13:45:03.449Z,sensor-1-1-7,AIR_TEMP,gw-1-1,20.36
2025-08-03T13:45:03.607Z,sensor-1-1-7,HUMIDITY,gw-1-1,66.38
2025-08-03T13:45:03.805Z,sensor-1-1-7,LIGHT,gw-1-1,30.58
2025-08-03T13:45:04.047Z,sensor-1-1-8,SOIL_MOISTURE,gw-1-1,8.69
2025-08-03T13:45:04.282Z,sensor-1-1-8,AIR_TEMP,gw-1-1,28.71
2025-08-03T13:45:04.687Z,sensor-1-1-8,HUMIDITY,gw-1-1,63.6
2025-08-03T13:45:04.831Z,sensor-1-1-8,LIGHT,gw-1-1,40.56
2025-08-03T13:45:05.007Z,sensor-1-1-9,SOIL_MOISTURE,gw-1-1,27.41
2025-08-03T13:45:05.150Z,sensor-1-1-9,AIR_TEMP,gw-1-1,21.85
2025-08-03T13:45:05.420Z,sensor-1-1-9,HUMIDITY,gw-1-1,81.02
2025-08-03T13:45:05.573Z,sensor-1-1-9,LIGHT,gw-1-1,58.51
2025-08-03T13:45:06.216Z,sensor-0-0-0,SOIL_MOISTURE,gw-0-0,45.0
2025-08-03T13:45:06.369Z,sensor-0-0-0,AIR_TEMP,gw-0-0,15.13
2025-08-03T13:45:06.546Z,sensor-0-0-0,HUMIDITY,gw-0-0,61.67
2025-08-03T13:45:06.751Z,sensor-0-0-0,LIGHT,gw-0-0,38.08
2025-08-03T13:45:06.933Z,sensor-0-0-1,SOIL_MOISTURE,gw-0-0,23.83
2025-08-03T13:45:07.077Z,sensor-0-0-1,AIR_TEMP,gw-0-0,31.91
2025-08-03T13:45:07.247Z,sensor-0-0-1,HUMIDITY,gw-0-0,38.65
2025-08-03T13:45:07.466Z,sensor-0-0-1,LIGHT,gw-0-0,36.49
2025-08-03T13:45:07.629Z,sensor-0-0-2,SOIL_MOISTURE,gw-0-0,36.65
2025-08-03T13:45:07.779Z,sensor-0-0-2,AIR_TEMP,gw-0-0,23.63
2025-08-03T13:45:07.952Z,sensor-0-0-2,HUMIDITY,gw-0-0,66.99
2025-08-03T13:45:08.167Z,sensor-0-0-2,LIGHT,gw-0-0,8.23
2025-08-03T13:45:08.388Z,sensor-0-0-3,SOIL_MOISTURE,gw-0-0,21.36
2025-08-03T13:45:08.733Z,sensor-0-0-3,AIR_TEMP,gw-0-0,24.38
2025-08-03T13:45:08.970Z,sensor-0-0-3,HUMIDITY,gw-0-0,71.18
2025-08-03T13:45:09.124Z,sensor-0-0-3,LIGHT,gw-0-0,79.18
2025-08-03T13:45:09.454Z,sensor-0-0-4,SOIL_MOISTURE,gw-0-0,18.14
2025-08-03T13:45:09.605Z,sensor-0-0-4,AIR_TEMP,gw-0-0,28.49
2025-08-03T13:45:09.806Z,sensor-0-0-4,HUMIDITY,gw-0-0,74.67
2025-08-03T13:45:09.975Z,sensor-0-0-4,LIGHT,gw-0-0,56.95
2025-08-03T13:45:10.259Z,sensor-0-0-5,SOIL_MOISTURE,gw-0-0,31.55
2025-08-03T13:45:10.409Z,sensor-0-0-5,AIR_TEMP,gw-0-0,35.07
2025-08-03T13:45:10.554Z,sensor-0-0-5,HUMIDITY,gw-0-0,62.69
2025-08-03T13:45:10.845Z,sensor-0-0-5,LIGHT,gw-0-0,45.17
2025-08-03T13:45:10.993Z,sensor-0-0-6,SOIL_MOISTURE,gw-0-0,33.15
2025-08-03T13:45:11.164Z,sensor-0-0-6,AIR_TEMP,gw-0-0,29.04
2025-08-03T13:45:11.379Z,sensor-0-0-6,HUMIDITY,gw-0-0,47.6
2025-08-03T13:45:11.566Z,sensor-0-0-6,LIGHT,gw-0-0,58.07
2025-08-03T13:45:11.709Z,sensor-0-0-7,SOIL_MOISTURE,gw-0-0,23.37
2025-08-03T13:45:11.884Z,sensor-0-0-7,AIR_TEMP,gw-0-0,26.25
2025-08-03T13:45:12.048Z,sensor-0-0-7,HUMIDITY,gw-0-0,52.57
2025-08-03T13:45:12.223Z,sensor-0-0-7,LIGHT,gw-0-0,60.77
2025-08-03T13:45:12.472Z,sensor-0-0-8,SOIL_MOISTURE,gw-0-0,43.48
2025-08-03T13:45:12.643Z,sensor-0-0-8,AIR_TEMP,gw-0-0,36.24
2025-08-03T13:45:12.806Z,sensor-0-0-8,HUMIDITY,gw-0-0,37.21
2025-08-03T13:45:12.947Z,sensor-0-0-8,LIGHT,gw-0-0,56.58
2025-08-03T13:45:13.104Z,sensor-0-0-9,SOIL_MOISTURE,gw-0-0,11.59
2025-08-03T13:45:13.272Z,sensor-0-0-9,AIR_TEMP,gw-0-0,37.05
2025-08-03T13:45:13.531Z,sensor-0-0-9,HUMIDITY,gw-0-0,58.99
2025-08-03T13:45:13.806Z,sensor-0-0-9,LIGHT,gw-0-0,42.55
2025-08-03T13:45:14.025Z,sensor-0-1-0,SOIL_MOISTURE,gw-0-1,14.94
2025-08-03T13:45:14.250Z,sensor-0-1-0,AIR_TEMP,gw-0-1,30.18
2025-08-03T13:45:14.490Z,sensor-0-1-0,HUMIDITY,gw-0-1,44.51
2025-08-03T13:45:14.647Z,sensor-0-1-0,LIGHT,gw-0-1,14.97
2025-08-03T13:45:14.873Z,sensor-0-1-1,SOIL_MOISTURE,gw-0-1,24.8
2025-08-03T13:45:15.048Z,sensor-0-1-1,AIR_TEMP,gw-0-1,16.54
2025-08-03T13:45:15.192Z,sensor-0-1-1,HUMIDITY,gw-0-1,59.81
2025-08-03T13:45:15.338Z,sensor-0-1-1,LIGHT,gw-0-1,47.81
2025-08-03T13:45:15.566Z,sensor-0-1-2,SOIL_MOISTURE,gw-0-1,11.44
2025-08-03T13:45:15.766Z,sensor-0-1-2,AIR_TEMP,gw-0-1,19.64
2025-08-03T13:45:15.964Z,sensor-0-1-2,HUMIDITY,gw-0-1,88.47
2025-08-03T13:45:16.110Z,sensor-0-1-2,LIGHT,gw-0-1,43.71
2025-08-03T13:45:16.250Z,sensor-0-1-3,SOIL_MOISTURE,gw-0-1,24.04
2025-08-03T13:45:16.398Z,sensor-0-1-3,AIR_TEMP,gw-0-1,36.78
2025-08-03T13:45:16.579Z,sensor-0-1-3,HUMIDITY,gw-0-1,57.28
2025-08-03T13:45:16.746Z,sensor-0-1-3,LIGHT,gw-0-1,5.86
2025-08-03T13:45:16.989Z,sensor-0-1-4,SOIL_MOISTURE,gw-0-1,16.26
2025-08-03T13:45:17.197Z,sensor-0-1-4,AIR_TEMP,gw-0-1,36.19
2025-08-03T13:45:17.372Z,sensor-0-1-4,HUMIDITY,gw-0-1,32.32
2025-08-03T13:45:17.662Z,sensor-0-1-4,LIGHT,gw-0-1,14.85
2025-08-03T13:45:17.867Z,sensor-0-1-5,SOIL_MOISTURE,gw-0-1,36.22
2025-08-03T13:45:18.024Z,sensor-0-1-5,AIR_TEMP,gw-0-1,22.26
2025-08-03T13:45:18.164Z,sensor-0-1-5,HUMIDITY,gw-0-1,73.98
2025-08-03T13:45:18.325Z,sensor-0-1-5,LIGHT,gw-0-1,15.74
2025-08-03T13:45:18.525Z,sensor-0-1-6,SOIL_MOISTURE,gw-0-1,8.2
2025-08-03T13:45:18.692Z,sensor-0-1-6,AIR_TEMP,gw-0-1,21.23
2025-08-03T13:45:18.843Z,sensor-0-1-6,HUMIDITY,gw-0-1,99.11
2025-08-03T13:45:19.414Z,sensor-0-1-6,LIGHT,gw-0-1,70.68
2025-08-03T13:45:19.565Z,sensor-0-1-7,SOIL_MOISTURE,gw-0-1,14.4
2025-08-03T13:45:19.920Z,sensor-0-1-7,AIR_TEMP,gw-0-1,24.0
2025-08-03T13:45:20.071Z,sensor-0-1-7,HUMIDITY,gw-0-1,50.69
2025-08-03T13:45:20.222Z,sensor-0-1-7,LIGHT,gw-0-1,12.27
2025-08-03T13:45:20.470Z,sensor-0-1-8,SOIL_MOISTURE,gw-0-1,38.8
2025-08-03T13:45:20.622Z,sensor-0-1-8,AIR_TEMP,gw-0-1,34.89
2025-08-03T13:45:20.880Z,sensor-0-1-8,HUMIDITY,gw-0-1,46.79
2025-08-03T13:45:21.199Z,sensor-0-1-8,LIGHT,gw-0-1,17.01
2025-08-03T13:45:21.392Z,sensor-0-1-9,SOIL_MOISTURE,gw-0-1,24.03
2025-08-03T13:45:21.610Z,sensor-0-1-9,AIR_TEMP,gw-0-1,16.54
2025-08-03T13:45:21.763Z,sensor-0-1-9,HUMIDITY,gw-0-1,71.83
2025-08-03T13:45:21.937Z,sensor-0-1-9,LIGHT,gw-0-1,65.53
2025-08-03T13:45:22.089Z,sensor-1-0-0,SOIL_MOISTURE,gw-1-0,42.55
2025-08-03T13:45:22.240Z,sensor-1-0-0,AIR_TEMP,gw-1-0,20.47
2025-08-03T13:45:22.418Z,sensor-1-0-0,HUMIDITY,gw-1-0,78.78
2025-08-03T13:45:22.620Z,sensor-1-0-0,LIGHT,gw-1-0,31.95
2025-08-03T13:45:22.794Z,sensor-1-0-1,SOIL_MOISTURE,gw-1-0,9.49
2025-08-03T13:45:22.938Z,sensor-1-0-1,AIR_TEMP,gw-1-0,32.8
2025-08-03T13:45:23.089Z,sensor-1-0-1,HUMIDITY,gw-1-0,81.49
2025-08-03T13:45:23.247Z,sensor-1-0-1,LIGHT,gw-1-0,75.38
2025-08-03T13:45:23.397Z,sensor-1-0-2,SOIL_MOISTURE,gw-1-0,43.41
2025-08-03T13:45:23.532Z,sensor-1-0-2,AIR_TEMP,gw-1-0,22.89
2025-08-03T13:45:23.739Z,sensor-1-0-2,HUMIDITY,gw-1-0,30.12
2025-08-03T13:45:23.893Z,sensor-1-0-2,LIGHT,gw-1-0,82.24
2025-08-03T13:45:24.112Z,sensor-1-0-3,SOIL_MOISTURE,gw-1-0,37.82
2025-08-03T13:45:24.273Z,sensor-1-0-3,AIR_TEMP,gw-1-0,14.59
2025-08-03T13:45:24.470Z,sensor-1-0-3,HUMIDITY,gw-1-0,55.89
2025-08-03T13:45:24.702Z,sensor-1-0-3,LIGHT,gw-1-0,13.76
2025-08-03T13:45:24.858Z,sensor-1-0-4,SOIL_MOISTURE,gw-1-0,34.22
2025-08-03T13:45:25.094Z,sensor-1-0-4,AIR_TEMP,gw-1-0,18.65
2025-08-03T13:45:25.263Z,sensor-1-0-4,HUMIDITY,gw-1-0,41.49
2025-08-03T13:45:25.563Z,sensor-1-0-4,LIGHT,gw-1-0,48.49
2025-08-03T13:45:25.715Z,sensor-1-0-5,SOIL_MOISTURE,gw-1-0,28.78
2025-08-03T13:45:25.897Z,sensor-1-0-5,AIR_TEMP,gw-1-0,15.74
2025-08-03T13:45:26.068Z,sensor-1-0-5,HUMIDITY,gw-1-0,79.88
2025-08-03T13:45:26.214Z,sensor-1-0-5,LIGHT,gw-1-0,45.96
2025-08-03T13:45:26.415Z,sensor-1-0-6,SOIL_MOISTURE,gw-1-0,18.97
2025-08-03T13:45:26.628Z,sensor-1-0-6,AIR_TEMP,gw-1-0,24.25
2025-08-03T13:45:26.785Z,sensor-1-0-6,HUMIDITY,gw-1-0,58.6
2025-08-03T13:45:26.973Z,sensor-1-0-6,LIGHT,gw-1-0,56.7
2025-08-03T13:45:27.237Z,sensor-1-0-7,SOIL_MOISTURE,gw-1-0,11.37
2025-08-03T13:45:27.440Z,sensor-1-0-7,AIR_TEMP,gw-1-0,31.86
2025-08-03T13:45:27.598Z,sensor-1-0-7,HUMIDITY,gw-1-0,53.35
2025-08-03T13:45:27.748Z,sensor-1-0-7,LIGHT,gw-1-0,81.98
2025-08-03T13:45:27.935Z,sensor-1-0-8,SOIL_MOISTURE,gw-1-0,19.75
2025-08-03T13:45:28.101Z,sensor-1-0-8,AIR_TEMP,gw-1-0,19.12
2025-08-03T13:45:28.468Z,sensor-1-0-8,HUMIDITY,gw-1-0,65.34
2025-08-03T13:45:28.667Z,sensor-1-0-8,LIGHT,gw-1-0,60.05
2025-08-03T13:45:29.028Z,sensor-1-0-9,SOIL_MOISTURE,gw-1-0,23.23
2025-08-03T13:45:29.262Z,sensor-1-0-9,AIR_TEMP,gw-1-0,15.7
2025-08-03T13:45:29.508Z,sensor-1-0-9,HUMIDITY,gw-1-0,71.59
2025-08-03T13:45:29.654Z,sensor-1-0-9,LIGHT,gw-1-0,65.51
2025-08-03T13:45:29.863Z,sensor-1-1-0,SOIL_MOISTURE,gw-1-1,38.71
2025-08-03T13:45:30.009Z,sensor-1-1-0,AIR_TEMP,gw-1-1,33.38
2025-08-03T13:45:30.344Z,sensor-1-1-0,HUMIDITY,gw-1-1,42.33
2025-08-03T13:45:30.491Z,sensor-1-1-0,LIGHT,gw-1-1,76.36
2025-08-03T13:45:30.640Z,sensor-1-1-1,SOIL_MOISTURE,gw-1-1,15.42
2025-08-03T13:45:30.787Z,sensor-1-1-1,AIR_TEMP,gw-1-1,19.33
2025-08-03T13:45:30.943Z,sensor-1-1-1,HUMIDITY,gw-1-1,90.34
2025-08-03T13:45:31.118Z,sensor-1-1-1,LIGHT,gw-1-1,75.54
2025-08-03T13:45:31.325Z,sensor-1-1-2,SOIL_MOISTURE,gw-1-1,43.7
2025-08-03T13:45:31.541Z,sensor-1-1-2,AIR_TEMP,gw-1-1,15.84
2025-08-03T13:45:31.734Z,sensor-1-1-2,HUMIDITY,gw-1-1,37.17
2025-08-03T13:45:31.949Z,sensor-1-1-2,LIGHT,gw-1-1,27.71
2025-08-03T13:45:32.101Z,sensor-1-1-3,SOIL_MOISTURE,gw-1-1,22.93
2025-08-03T13:45:32.291Z,sensor-1-1-3,AIR_TEMP,gw-1-1,31.48
2025-08-03T13:45:32.437Z,sensor-1-1-3,HUMIDITY,gw-1-1,82.6
2025-08-03T13:45:32.588Z,sensor-1-1-3,LIGHT,gw-1-1,89.05
2025-08-03T13:45:32.793Z,sensor-1-1-4,SOIL_MOISTURE,gw-1-1,10.16
2025-08-03T13:45:32.963Z,sensor-1-1-4,AIR_TEMP,gw-1-1,16.29
